entry_id	meaning_id	arabic	meaning	sort_order	source_volume	source_chapter	source_row
5e5ff192-a135-5586-b9b0-0738ad220247	6842ed43-9dbb-53bc-ab7a-ae4fe846e10b	مفيد	উপকারী	37			BfsbKy4qcUOpRd4z9SV2
93aac343-ef61-596a-b147-27f6ab9631df	1f784413-4495-51ed-8974-9d71c622eb87	زهرة	একটি ফুল	38			CCUM1r3QZuGYJ3mco2ae
c3ccf167-96ef-566e-aeea-f5e7a817f6fb	ec1ba9d9-dd89-5f7c-bc1f-6071ea378a64	رأس	মাথা	39			CTfXWxliQF7wRzZgpr34
8ba89e69-61e5-50b9-bceb-307329e260d5	fa7ab507-07c8-5583-8125-d39f9c00748c	أليم	যন্ত্রনাদায়ক	40			CW1H7NrDmBRfqV4tqOaY
dae47ca8-08b0-588c-9aaa-9a5c31b258cd	6b433e81-dd54-5349-b909-2ec57a6b5e66	صديق	বন্ধু	41			DMplLAo4uXr6vAEYX9wG
0531fbd7-4000-5f66-9cf4-a0fc16aa202c	f7d4ba0c-6980-53b7-8728-2216a4b09a43	قديم/قديمة	পুরোনো	42			DY9Um4k80wk02SzYMBTH
d247216a-c4a1-564e-b4c1-5bfb4b6e6696	82efb7c5-6855-5d80-98af-dd02f32fed9f	عنب	আঙ্গুর	43			DtxCDdk3z8F7dD1SOZj1
e572f085-3ce5-5f99-a2f1-ee4d1dd81839	51c0dc3e-80af-5a5c-b53c-51dbbd50dabd	قرد	একটি বানর	44			E9OQauIMLccO0Z0v3GDI
ef02356c-a047-5906-9466-5b4c23b1aad0	ed09f81a-eb9a-5ec3-b631-f544bdd6e223	صغير/صغيرة	ছোট	45			EFKRRuUpNdycl6L7b2bM
f95e8504-0c4a-53f5-8838-d1badb1ee347	86bf8d1e-82e4-55ad-b905-ecc61f3a07af	صورة	ছবি	46			EG3CFctJeAWRuTkBe43S
3020d102-a660-5bcf-b092-412bcdef7a97	0ee5e8e1-ab7f-5fd4-b6e6-75831f2366a1	وجه	চেহারা	47			EUz7qovG05XOVb9ootQV
f6945369-582c-51fb-96a8-4b0d7866f370	57568b3e-4bf1-5acd-9a80-1d945f58f2f3	باب	একটি দরজা	48			EVJYvnVPTn9kSaBE5fy3
4cd7a147-98c0-571c-8ba9-277149d7f0c6	b5281194-1235-5874-8374-0dd4a8fb7506	قلم	একটি কলম	49			EXEijDuOhOHF36exDSSq
3cf84bd1-07f2-5a2a-8343-d0a3bd34ca83	b9742e79-c0f8-5f2f-95b1-2d6f17b4b0d4	غني/غنية	ধনী	50			FJLW5DNWk5ZnZxD4zUxW
2d795601-8eb4-5888-b0e6-10ac2c219511	cbda0daa-8eca-5616-8757-bb5c2de91d6d	بيوت	ঘরগুলো	51			FMFQGVmmjomeruQ9BnmW
b82d44d5-c586-593d-bba1-1d32fec0cc36	a87dc2f4-3b1b-53b0-b0de-f08b00077027	هم/هن	তারা	52			Fss42WbauytCxMU5TZDl
2e327593-2246-5ee2-ab97-daec76d0a13c	a13bc4d3-77f6-537f-b0f0-96777f53abff	خادم	খাদেম/সেবক	53			FxAUb6usvq39B0bdeQUe
24670870-5bb2-5615-a462-46d794456211	f1856cbf-5437-53b9-a2b9-f5a84221b35b	قميص	একটি জামা	54			G17W7hvseamb1Iv9hlo9
ae76d208-3d81-5202-8ef0-1754c02ba339	151ee34d-76c8-5a61-952f-3192c5d9ca08	أمام	সামনে	55			G9qpLfTXEiVqpIjKjaBg
b04b7a56-825e-5e61-b550-a495865cb62a	39e8f5bf-8d6b-51b5-b302-6ede7e5e0945	أمهات	মায়েরা	56			GLj1pawoLDhgk7yhNFgo
d8e1c893-09f0-510d-b5a6-8f1b3c957eeb	4c9a5292-be94-5ac3-ab2c-210f53559737	أغنياء	ধনীগণ	57			Getx4ZdNURvS6uYNXAqW
d959043c-60ea-5c2e-8574-631109f42460	64b61dc3-b530-570a-a6d0-548cea57ae7b	حديقة/جنة	একটি বাগান	58			HEp6lbNNVTZpYIuCTUQG
e35ba834-8ae4-5da5-b1a6-79ac7c73b6f5	acadce3e-0e27-5cb6-922e-c45bfc82cd6a	سماوات	আকাশসমূহ	59			HSkBlvXQCPjy88N1FH1O
830695fb-1eaa-5fe6-965c-e6dd96204f27	163feb8d-0c1c-5684-8b61-cdf984d1ed4a	معلم/معلمة	একজন শিক্ষক/শিক্ষিকা	60			HrkP0fpRq9Skyk94eNBE
762bb75e-0587-5ddf-b77b-38b087d7e7e1	8bf1a73e-b5c7-5dab-9370-afc2b829efa9	أبواب	দরজাগুলো	61			I3RG95WfGF1hr8cMPlTr
4f42795d-7641-58b8-a517-c05752d2420e	e7337cc2-0ca9-5449-875d-59de4c8397a4	جدا	অত্যন্ত	62			JIHd4LfDbIgRInPpsMk4
ed88877e-4461-5e1f-8d19-316ffe6df278	5362de72-1c97-5f41-a9ed-71739759cd5f	متكبر	অহংকারী	63			JIuW5dXjkdtg4BBOUpx6
725d5903-a674-5e85-9fc5-1581a2b981cd	869aa3cd-e5f4-5528-91fa-bb983564aed2	قرية	একটি গ্রাম	64			JgWC6UZFpOksD0bnAnWJ
11b6e633-f904-50d4-aaa2-f62c5c9a6a89	bf85125d-c81b-58c9-b6d9-c63f7887782b	أولاد	ছেলেগুলো	65			JgZEGZ0FaA4db104h25K
0cb480fd-b6b9-5d78-b410-03849eba6d3f	fb106f2b-479c-5ab5-bc00-96defde74217	أشجار/شجرات	গাছগুলো	66			JgqCb5zirfXi2tg89yJP
d5d1ad95-6239-5eb3-98d5-f6c4700a832f	dd95306a-58e5-5de0-9b38-4c740a88e890	مؤدب	ভদ্র	67			JwlmfvVrI5QGbCXU0T5w
fee6dfec-0f6d-55e1-acb6-8aced491a5e6	d35f42e4-ebfc-5d0d-b6b9-65c9003528ab	بل	বরং	68			K6dZq1jxaQBztKIOkbif
b8846d7d-cbac-52ee-8014-a06bc9a4d9d0	9d726164-e70b-5ecb-a76d-b85521cb5abf	صحيح	সুস্থ	69			K6pz9xZ0zACmMboAQbJH
8b3a7458-4411-5b83-9b09-84db64ddf601	ce4c9ffa-d633-53a7-b2cd-9b41bb66c81b	طويل	লম্বা	70			Ke08BQzy460nTKCsKXDL
dedf552e-65d8-5c16-be99-a0249c7989cf	a5e25333-5fea-5c8e-90f0-46f473f6364c	مَن	কে	71			Kr3PNrXq3f3Fq4kcUiJo
e087d9db-ca08-5816-95e6-265ce27e9fae	1920cbb2-2baa-5ba6-8f0f-c6a4e45d83a4	ولي	অভিভাবক	72			LjqORfUxx5TSIV01rd6S
3317ea38-23ad-5c6d-855f-250e4c3bfc71	d928c947-8e3e-51f3-a497-0de97a577afb	عمل	আমল/কর্ম	73			LypXJOlMP71tpl7CwK8t
bc437eb0-0538-5b86-bafd-a07161c87406	e051791a-2b2b-5368-8aa8-a5f0080c8466	نخلة	খেজুরগাছ	74			MSDJ19EXruuVnbnabKOk
693a1dbd-b4d7-5061-8359-7cc7351758b4	afeda2f9-5f7d-5c1d-b302-ff202c817be9	مغلق	বন্ধ	75			MgC4Es13EOFNCRRHdOpu
10195fb8-2660-5406-9c20-33f1bcf8b30f	9cde7357-a94b-5296-ac82-c98481eca68d	تاجر/تاجرة	একজন ব্যবসায়ী	76			MiBDImNsNx9nNPY2e1Hk
d77d2c59-63d6-5c10-96b1-c008fc534880	6b1dcb20-193e-534c-9384-1cdb67d9a5bc	صديقة	বান্ধবী	77			NXDQDluSo9p6h9V0LFfp
a44db3d4-34e5-580d-ad27-3954caad2783	6a2438a5-29dd-5b0a-901a-240a65e5dff6	نهر	একটি নদী	78			NweiOv6JlLsyXqdXAeX9
27f876eb-38cc-5955-8967-bff1bfb4b50c	15461b6e-1df3-5964-b405-3e73b58100d5	أخوات	বোনেরা	79			NxbmnQpUcMxauwJ1HqMp
56523dfe-b1cc-5a3a-8ac2-238623445e8b	d302e9c3-587a-5ff2-b2ac-331c1f0f4fe4	جدار	একটি দেয়াল	80			OfPL9SFtCaQNmbgxnpfC
cb1459f8-d3ea-5b2e-b84e-017941822e53	13b0ba26-0ae9-5141-b4ca-11aa5768951b	كلب	কুকুর	81			Ooh0yRmq0I3S4qgtX1SF
109067bc-2bef-5543-8dcd-e6de20cfe484	c6180b28-2cd4-5abe-bd72-a84646a3f325	زوجة	স্ত্রী	82			PK2m6gybpsRhKiIQNAiy
1d8394f8-703d-5168-b39a-98f46d5d917b	82d7ed41-7567-5b8a-9584-32779bd69447	ولد	একটি ছেলে	83			PQ2xi9n20JHZVvBxcHuO
0d484bf2-1902-5d0f-a4d5-8cada963441f	2ee21b44-9093-5072-95b7-784af4530e95	نار	আগুন	84			QDSZPocDAIRsQ0YYq4gz
5ec274ef-c73d-5858-9ec2-3554e1272bb7	fcb40170-71e7-5559-82f7-3a58b0af86ef	طفل/طفلة	একটি শিশু	85			QbcSeI0xxBNfjMVYrKw7
67db8f6a-8d8f-5d81-90d7-96707049d675	480ff713-9860-57c1-96d1-6f09849a6cb3	مريض	অসুস্থ	86			R2Mej5vvD9PT6p5dekLf
a0dae9d1-c827-5ec4-af56-934d2ae684ab	197be5fa-7a4d-58cb-9513-b1cbfc584f4f	ذكي/ذكية	মেধাবী	87			RLWPtGlOfuSNLs5Et1is
0759838e-65fd-5f9e-ad94-35d403d77abc	b110b185-cea4-5f66-9320-44a2ce22d5a1	غراب	একটি কাক	88			Sfryydbu6lCoDzM3rPer
c5ed2812-6e33-59b7-a421-571554b103fd	f3fc45c9-a2f0-5fb5-a46a-8e4d037bd571	شمس	সূর্য	89			TmSZFNC0k1eIHybhNYrC
7d2a3d5e-cc50-5db2-907e-2d1dc1ae1fc4	9188423c-c441-5d42-a6d6-d51f37bd6bd2	طاىٔر	পাখি	90			TuMWJIqAMq7GuG5Y0FGy
8abbe06f-7d17-5b03-b0ca-60430e628e1e	e55a1268-7454-5c4e-9921-4e516ff100c3	قوي	শক্তিশালী/মজবুত	91			VgNCBRsqmvf1evJguseG
99682dcf-a8ea-58c0-9f3f-3bfb9319463d	04ddf41b-841c-520c-8254-c54de8b965ec	عال/عالية	উঁচু	92			WCIf2KDKHkZ9OuAthVSt
680e117c-7db6-541c-8433-1927947c90fe	d0093ac5-5584-5c62-bcc7-711c39c33c3a	يد	হাত	93			WDi2jMVuzjK248GaJ76A
eacc0839-2a39-559b-9de3-9cd996ab1f75	710b2ff0-df6f-5520-b567-b0afa3e25733	صالح/صالحة	নেককার/সৎ	94			WJ9hEw47Vfc6tOKSEAY7
3ecf9b18-85a7-5f22-888c-d61d286e49e2	94734b2d-8ed4-51d5-8e32-baf1ebf9a74e	تلميذ/تلميذة	একজন ছাত্র/ছাত্রী	95			WOCn3G9kMeCxpv5iqy8G
58d1b103-979f-5deb-8519-1d6c245f3ef1	464131c1-d973-57f0-b134-479686ac0be3	طريق	একটি রাস্তা	96			WPSVk93qGj9wT0GbEuYt
3cfd9abb-7cbe-5410-b11e-227eb1d08090	cc2b2873-fe96-54ad-8a73-05708f6af283	خالص	খাঁটি	97			WXvqJ4aYKseW2YwspsMA
f4599c54-77bc-558a-9d91-440fa471f4b1	625bd26c-6338-508c-acce-a5d0a4dfc0bb	فيل	একটি হাতি	98			Wat1Hc35Uqx0ZVoWzKjI
a7245581-5766-5d81-97af-6064f7bda47a	4aeb7548-3dac-5daf-9194-e9a92b6d7148	آيات	আয়াতসমূহ/নিদর্শনসমূহ	99			WmN8r99siWhtDC22jiRe
19c0a4e6-c620-5add-8128-a20fade07b69	8d4e3919-9a08-56d3-97be-462f272273c7	طعام	খাবার	100			WnLFKZAC3l6u2mdKptBW
70f09647-d287-5493-98fd-9a390a249bb9	5fe3ef95-644b-5d02-9ab7-02a697775f22	مصباح	একটি বাতি	101			XJQdEhJzoPz3ym8Cw0QG
0ba90336-9410-5006-b8db-df26f71c71ab	86cc6a14-2395-515a-88df-d4fbbb689ff7	فقير/فقيرة	দরিদ্র	102			XVwCTQP0g0zqU431hMfw
091cd325-c1fa-577d-b263-1ed178397875	3a21c55f-4be1-57d2-932a-dcc27a12754c	رجل	একজন লোক/পুরুষ	103			Y8j48IqHvSdvaNDBgy7f
6f9682fb-60ce-5651-b5cd-d8f635ca4c7e	f2094b07-e5cd-5ac8-89b2-cbac977b6b72	بجانب/جنب	পাশে	104			YWVdR7EAcpDuCFCB8Z8W
f7e5cf3d-59ec-5738-bc1f-2ba16bf9ae82	11f66d48-cfbc-55ff-bb6b-b9d0fdc9d4b7	غلاف	গিলাফ/কভার	105			YiAJnwmtKCKxlqnPvR5f
49978b8f-b1c2-55ab-83f9-1ed96d8f53a7	6e9e314e-0d83-5dad-8f66-245a910eef04	وراء/خلف	পেছনে	106			YzBXKySEF7VNQOtK8Elt
b69fad55-9ef7-5b82-8d7b-4e72c63f694c	4f06bd05-a903-5d33-8621-a6ceb0c79e50	رجال	লোকগুলো	107			Z2SMwKWUwrdvaNxRW7Xb
461643c9-7286-5f29-8311-fda105bae911	71632d6c-4d9d-52a6-9db8-27e6fbc4e683	نحن	আমরা	108			ZOX18eHtOeviF2yR4Q3c
deec15ad-611c-5692-8505-c604b37f6c04	b0e068b5-5913-5731-aa3b-dec58943b640	لذيذ	মজাদার/সুস্বাদু	109			aYtFD5i8UmPtYQYEo5NP
bae94997-228a-550e-a684-205cafb34aa9	458c0495-ba81-56f6-944c-0ff1d4b02e5b	فوق	উপরে	110			amRSHoi0s52LNoOhH7IB
b9707c28-35d8-51f2-9d61-a6789f84636f	e3fbce04-d4e1-590f-97ea-97f51f895c3a	نجم	তারকা	111			anyBAeAHR55PJ4NCfyiS
d4778e0f-f781-5ba6-a0bb-4e78191a822d	34f7bf0e-5027-58a1-8389-8f1ce3139dbe	ماء	পানি	112			btav6aryl0cdUpr0e2Ki
03ac7c5b-f9f3-5c07-8e08-d9bcbf966d99	709a14b6-824c-5ac9-bd9e-0ad4c6a29db3	تحت	নিচে	113			c1R8fAykgHOCCB5rg9Fi
39538c8a-7e0f-5168-9f94-794887e334b0	e4c5997c-f01a-5e9c-b74f-ed5245c3c9c3	سخي	দানশীল	114			cN8rmknhOpECJWPdFvRo
3c38299d-5d61-5433-898b-ae43e0563056	7685d6d2-3c0d-5481-a67e-a37f873700c8	صدر	বুক	115			cTbL0rtiiUXmmzshoxLq
ffafd716-202b-5c87-b09d-5c77d888c03a	49958a28-ff40-5a22-8f9f-18dbabb7d5e6	ظلمة	অন্ধকার	116			cX6ha9XtRBtEOi7vrFC6
b2e859aa-7e6e-5bfc-8307-3d3b78616ba5	f1eb708b-feae-504d-bc75-93d70698ef77	فاكهة	একটি ফল	117			cfAu6szgfiXcfxNYDySG
c2cbbbbe-fea9-5393-b8a8-e530ec4bb6f4	c05fd4bd-866a-52a3-9d3a-5ad81481d04d	بقرة	গরু	118			d7vgEPJ1XU3yU3McgjDi
34c7bdc3-ff93-56ec-b41d-1936ce70918e	f29e3e3a-a643-556d-96df-938f66788d16	أنتم/أنتن	তোমরা	119			d963MGLp6XIqHH5KOHlz
d6201325-ddd9-5bf8-8d7a-53b52fe1d96e	77353568-03f7-5f46-a309-f32884faf99f	قمر	চন্দ্র	120			dFh5gUBfgRel3frP9NBH
d81c5b95-4e68-5253-b6e0-7ad26eff27f8	a35552bd-e814-5c3f-bd50-cfcd655de641	بحار	সমুদ্রগুলো	121			dNSgLI4a7EfCmZC4AqNS
8515c3bb-445f-5eeb-b8fc-e271b3b0d7f4	aaf44e60-c070-53d6-a2d8-7519452891c5	عند	কাছে	122			daL7A2trfpvK4gINQxJM
73d9a79a-9831-53bd-99ee-0bdad4dc5fe6	6dda3425-122d-5c4f-9cf6-ca8068eda0b4	ملِك	বাদশা/মালিক	123			dn7qyzRRj3tw09QLDy8A
73cd16cd-dc0c-5512-b817-16d14fc3f22f	0b81056a-d642-5a05-bbb5-6e0003d492ed	مشهور	প্রসিদ্ধ	124			fKTIQPcComOEEELLzVi3
de11aba7-8b00-52f4-bd07-f156c36295cf	ca81e540-0903-51f8-9254-b95f9953baa3	لا	না	125			fVfaLXA0LIpn9W0Bx9PL
8682edeb-f703-5595-97a0-962c01269d0d	b96d1114-d28b-59ce-9591-2fbffe7192ec	آباء	বাবারা	126			fWfXQhKZgZZdgCVpHXpl
6f1b78c5-7c5c-5fe8-95b3-97fe96f11478	fa83cb95-f4a9-5de7-b851-8ec4cedf646c	كاذبون/كاذبات	মিথ্যাবাদীরা	127			fwNOal8eqWw9mtBo8kxB
cb071444-50f1-5061-b92d-80ebf1d1013c	626f464f-21dc-58ba-ae3a-5de827a73388	قفل	একটি তালা	128			gFHat4GcZBLuuRLb2vpx
ad4a4566-ed87-5df7-9617-08e9c8f26d96	aabb7498-59ba-569c-826d-36e970169534	أين	কোথায়	129			geNaBHo4agp1RSr7LsZN
2861165a-31f7-51f0-991f-a448b181483e	52b19e24-a261-52a7-981e-500dc81cc552	نور	আলো	130			gwklhsL73GlRDRgGfahq
79222885-d304-5ed8-85a1-4351b8c00094	75bd337b-ab58-59dc-a8c5-bdbfa3e250ab	قصص	গল্পগুলো	131			h9Erf1kZ9jdbKQ0JnYeU
9a5cfdea-864d-5b7a-8e8f-4eb1d4bea226	774bd1a7-df97-5807-9684-df765710a467	فقراء	দরিদ্ররা	132			hGbooKlmFVVEd9KSfrnZ
1658a068-f26f-5544-9c94-0f5b3820bdb3	4c8c7ab3-4f2b-5b11-8cae-c50403897818	ذلك/تلك	সেটি	133			hK0qka0GRsg1iDk2yZ42
23d24134-0b80-5f30-addd-5919ea37e04c	a96a43f9-df5c-5d90-bb6b-e9789a13fbe9	عذاب	শাস্তি	134			hP7VzkfZNzyp38nXz8gi
8f866db3-0da0-5b47-a075-45fe36626357	fc6e1d67-3001-5dac-bc97-4a840487f03b	جميل/جميلة	সুন্দর	135			haedPlIhFIbzcciiEx3y
711659fb-7e57-5fe0-be66-6a940875db77	b09ee7fe-71aa-5f68-a523-7af03d2c6531	متواضع	বিনয়ী	136			hn5Y7knZmmSfTZNjR2VK
736a2021-e031-5700-8438-472fbd264c30	d89b1d61-8920-58c9-8a94-7441062b1df5	ورقة	একটি পাতা	137			huhs9hy1J6ec9r7qQtX2
065d8d82-2550-5873-b743-b966e018a82b	3da6018a-d149-5044-92cd-8301f97e601c	سوق	একটি বাজার	138			i41I7oFCjo2rxs7vSsmP
a64628e9-ec9d-5579-922d-cf69312b7cfa	6a27075f-490e-589a-9660-e6b89be074a1	بطن	পেট	139			i9zkBUBtRiseY2367MwT
4022f1d0-c5e8-518b-b38c-09f74458b62a	95711fa0-5658-5b2d-9320-053ace8074fa	أذن	কান	140			iD3yvzljVnm1SRqMNC7p
ecfae99b-1b09-56aa-8706-ba19b201abbf	730e69e2-32e8-51e3-86db-dc9d50dc9a59	غرف	কামরাগুলো	141			iHPL439HAUs42zOzRt08
cd68f82a-055d-5a8b-81d5-bda39dede44b	c18a6648-7980-5056-ba08-e685bb9c7ea0	جيد/جيدة	ভালো	142			ijiMYot5wQdjW6S0iJWR
ce3c1165-b623-568b-b089-cd6df7c9ba05	4b9a8f94-8769-5b6e-bc10-93fa368463d7	جبل	পাহাড়	143			jK0qQ1QoGYZVgaXnYdh0
9f381528-c65a-59de-8a08-7e721d4047c6	01ec7658-1539-5926-aa8f-687b9c9e0e53	ساعة	একটি ঘড়ি/কিয়ামত/সময়	144			jMDIiNaTagbrswP5lujw
4c7c2220-087d-533f-bb96-b6618349eaf4	b33c531a-f279-533e-b272-98dae3f96af3	قلب	অন্তর	145			jwrXo74SohzlPAWcqh3Z
c19e30a4-3440-535a-87f2-7b3d1574c7f4	66f4eba9-8871-5aac-845b-3d27f04dcf6a	هو/هي	সে	146			kDSqL59SuvkSUq5Jaifm
3d4b5817-4590-51e8-a45b-60f10628cbaf	4697756c-abf9-5f9f-8e43-a483b9af6c76	لحم	গোশত	147			mBTckK0DgnfXRUTAvqxP
6a015e54-1094-5a5a-9a6a-ca7eb68839dc	45e89568-a422-57ca-bc85-2388e78784ac	لبن	দুধ	148			mOZzCej2gvy2WAdtJZK5
d0661abc-7c8e-5400-b0b7-d258c0d7ff9b	411d200e-43b5-5332-a893-ff03bffb8218	أم	মা	149			n9xSzqB7HBRa1KmZt6mg
bf59c41e-0e4a-5a5b-a820-5a8c59a70016	c7c74198-ef34-5d03-9640-af8c87745667	مفتاح	একটি চাবি	150			nAmkLsVLg71VmaCrksDz
8bbe3f66-f45d-5a45-80fe-341e8566952c	8fad7fa7-1b79-5acf-96af-c2b65453f380	كتاب	একটি বই	151			ncUdwzQXLwJOf3Fxr8zT
29d681f8-b141-5af9-896f-56b4f6871abb	42ba10cc-3044-5e76-bb14-8a9a809c97e7	أخ	ভাই	152			ngOeqb1Rp6cGKvauvdhp
6c3a31ef-32d8-5ece-bf48-ff190af61866	3f079ba3-9f0c-5acd-9037-0f0458fc6d24	بيت	একটি ঘর	153			nhX7sQ0PkChpR9wDLOoV
30771158-d8a3-52f2-bc4a-0c57da000427	483bcb44-de0e-57d8-9879-c73d5a0a82fe	صالحون/صالحات	নেককারগণ	154			ns8MHwXgob3IZwl2ISbQ
abf01432-837e-5080-a0bf-e5efc472b3dc	b509a001-733e-57a8-9f5a-91593bbe7ff6	تمر/نخل	খেজুর	155			o0Iw9f7kRBi4JAT9GLzN
ec9c86b7-6d45-5db8-bbcd-6f57d0b1c603	dec6dad7-2ad3-5eb1-8a66-4029cb070986	في	মধ্যে	156			oHWiPuM0Z4dhW1Nyzciv
